rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
495,-20,"U samogo sinego morya",1936,http://www.icheckmovies.com/movies/u+samogo+sinego+morya/,507,41,6,2,228,"By the Bluest of Seas",http://www.imdb.com/title/tt0028436/,"2012-03-14 22:10:09",no,no,no,no
496,-3,Zama,2017,http://www.icheckmovies.com/movies/zama-2017/,954,59,13,8,239,,http://www.imdb.com/title/tt3409848/,"2018-12-05 19:36:10",yes,no,no,no
497,-11,"Secrets & Lies",1996,http://www.icheckmovies.com/movies/secrets+and+lies/,5812,649,31,15,605,,http://www.imdb.com/title/tt0117589/,"2020-01-01 01:10:20",no,no,no,no
498,49,"Children of Men",2006,http://www.icheckmovies.com/movies/children+of+men/,62826,6150,496,14,1090,,http://www.imdb.com/title/tt0206634/,"2012-03-14 22:10:27",no,no,no,no
499,-17,"Reservoir Dogs",1992,http://www.icheckmovies.com/movies/reservoir+dogs/,91551,10009,360,26,1491,,http://www.imdb.com/title/tt0105236/,"2012-03-14 22:10:26",yes,no,no,no
500,-9,"Da hong denglong gaogao gua",1991,http://www.icheckmovies.com/movies/da+hong+denglong+gaogao+gua/,4885,697,24,21,714,"Raise the Red Lantern",http://www.imdb.com/title/tt0101640/,"2013-09-09 21:13:13",yes,no,no,no
501,-5,"The Hustler",1961,http://www.icheckmovies.com/movies/the+hustler/,11886,888,56,15,783,,http://www.imdb.com/title/tt0054997/,"2012-03-14 22:10:06",no,no,no,no
502,29,"Das Leben der Anderen",2006,http://www.icheckmovies.com/movies/das+leben+der+anderen/,31101,4023,123,21,979,"The Lives of Others",http://www.imdb.com/title/tt0405094/,"2012-03-14 22:10:26",no,no,no,no
503,52,"Punch-Drunk Love",2002,http://www.icheckmovies.com/movies/punch-drunk+love/,23756,1870,394,12,643,,http://www.imdb.com/title/tt0272338/,"2012-03-14 22:10:17",no,no,no,no
504,31,"Salinui chueok",2003,http://www.icheckmovies.com/movies/salinui+chueok/,9967,1572,51,19,736,"Memories of Murder",http://www.imdb.com/title/tt0353969/,"2012-03-14 22:10:25",no,no,no,no
505,-8,"Twin Peaks: Fire Walk with Me",1992,http://www.icheckmovies.com/movies/twin+peaks+fire+walk+with+me/,10014,799,135,6,510,,http://www.imdb.com/title/tt0105665/,"2012-07-08 04:43:18",no,no,no,no
506,12,"Die Hard",1988,http://www.icheckmovies.com/movies/die+hard/,91971,5990,251,21,1244,,http://www.imdb.com/title/tt0095016/,"2012-03-14 22:10:27",no,no,no,no
507,-4,Shane,1953,http://www.icheckmovies.com/movies/shane/,7729,325,97,18,604,,http://www.imdb.com/title/tt0046303/,"2012-06-09 21:57:00",no,no,no,no
508,0,"Wandafuru raifu",1998,http://www.icheckmovies.com/movies/wandafuru+raifu/,1749,242,12,9,351,"After Life",http://www.imdb.com/title/tt0165078/,no,no,no,yes,no
509,5,"Inland Empire",2006,http://www.icheckmovies.com/movies/inland+empire/,7467,695,254,10,605,,http://www.imdb.com/title/tt0460829/,"2012-03-14 22:10:25",no,no,no,no
510,-9,"Blow Out",1981,http://www.icheckmovies.com/movies/blow+out/,6897,606,40,8,492,,http://www.imdb.com/title/tt0082085/,"2012-03-14 22:10:04",yes,no,no,no
511,-17,"Die bitteren Tränen der Petra von Kant",1972,http://www.icheckmovies.com/movies/die+bitteren+tranen+der+petra+von+kant/,2347,282,28,8,495,"The Bitter Tears of Petra von Kant",http://www.imdb.com/title/tt0068278/,"2012-03-14 22:10:05",no,no,no,no
512,-13,"The Bridge on the River Kwai",1957,http://www.icheckmovies.com/movies/the+bridge+on+the+river+kwai/,26968,1918,83,33,1089,,http://www.imdb.com/title/tt0050212/,"2012-03-14 22:10:06",no,no,no,no
513,2,Bakushû,1951,http://www.icheckmovies.com/movies/bakushu/,1861,244,21,8,423,"Early Summer",http://www.imdb.com/title/tt0043313/,no,no,no,no,no
514,6,"Twin Peaks",2017,http://www.icheckmovies.com/movies/twin+peaks-2017/,1998,317,9,4,157,,http://www.imdb.com/title/tt4093826/,no,no,no,no,no
515,-5,Mononoke-hime,1997,http://www.icheckmovies.com/movies/mononoke-hime/,44410,5216,194,18,1069,"Princess Mononoke",http://www.imdb.com/title/tt0119698/,"2012-03-14 22:10:27",yes,no,no,no
516,-14,"To Have and Have Not",1944,http://www.icheckmovies.com/movies/to+have+and+have+not/,5738,425,29,16,544,,http://www.imdb.com/title/tt0037382/,"2012-03-14 22:10:06",no,no,no,no
517,0,Crash,1996,http://www.icheckmovies.com/movies/crash-1996/,8337,416,187,10,467,,http://www.imdb.com/title/tt0115964/,"2015-01-21 18:27:27",yes,no,no,no
518,54,"Being There",1979,http://www.icheckmovies.com/movies/being+there/,9650,1078,84,16,601,,http://www.imdb.com/title/tt0078841/,"2014-12-04 04:21:19",yes,no,no,no
519,-10,"Our Hospitality",1923,http://www.icheckmovies.com/movies/our+hospitality/,4053,337,13,13,435,,http://www.imdb.com/title/tt0014341/,"2017-05-01 23:00:00",no,no,no,no
520,-15,"Life of Brian",1979,http://www.icheckmovies.com/movies/life+of+brian/,59756,4545,252,19,932,,http://www.imdb.com/title/tt0079470/,"2012-03-14 22:10:27",no,no,no,no
521,-15,"Masculin féminin",1966,http://www.icheckmovies.com/movies/masculin+feminin/,3526,286,36,7,391,Masculine-Feminine,http://www.imdb.com/title/tt0060675/,"2012-03-14 22:10:14",yes,no,no,no
522,7,"12 Angry Men",1957,http://www.icheckmovies.com/movies/12+angry+men/,55992,8564,121,31,1528,,http://www.imdb.com/title/tt0050083/,"2012-03-14 22:10:07",yes,no,no,no
523,-12,"Ostre sledované vlaky",1966,http://www.icheckmovies.com/movies/ostre+sledovane+vlaky/,2874,275,22,14,469,"Closely Watched Trains",http://www.imdb.com/title/tt0060802/,"2015-05-15 19:00:43",yes,no,no,no
524,73,"Jurassic Park",1993,http://www.icheckmovies.com/movies/jurassic+park/,118906,6809,379,23,1351,,http://www.imdb.com/title/tt0107290/,"2012-03-14 22:10:26",no,no,no,no
525,-18,"Marketa Lazarová",1967,http://www.icheckmovies.com/movies/marketa+lazarova/,1470,223,22,9,468,,http://www.imdb.com/title/tt0063278/,"2015-08-15 02:59:31",yes,no,no,no
526,-3,"Dead Ringers",1988,http://www.icheckmovies.com/movies/dead+ringers/,7564,576,80,13,535,,http://www.imdb.com/title/tt0094964/,"2012-06-23 05:39:43",no,no,no,no
527,3,"Alice in den Städten",1974,http://www.icheckmovies.com/movies/alice+in+den+stadten/,2096,300,11,9,418,"Alice in the Cities",http://www.imdb.com/title/tt0069687/,"2025-01-10 14:50:28",yes,no,no,no
528,-3,"East of Eden",1955,http://www.icheckmovies.com/movies/east+of+eden/,6364,535,38,11,489,,http://www.imdb.com/title/tt0048028/,"2012-08-07 05:05:22",no,no,no,no
529,44,"Mad Max 2",1981,http://www.icheckmovies.com/movies/mad+max+2/,21158,1223,124,14,678,"The Road Warrior",http://www.imdb.com/title/tt0082694/,"2012-03-14 22:10:25",no,no,no,no
530,-4,"The French Connection",1971,http://www.icheckmovies.com/movies/the+french+connection/,17072,1048,90,25,903,,http://www.imdb.com/title/tt0067116/,"2012-07-03 20:21:17",no,no,no,no
531,-18,"Short Cuts",1993,http://www.icheckmovies.com/movies/short+cuts/,6260,569,44,9,545,,http://www.imdb.com/title/tt0108122/,"2012-03-14 22:10:15",yes,no,no,no
532,26,"The Sound of Music",1965,http://www.icheckmovies.com/movies/the+sound+of+music/,53991,2766,359,25,878,,http://www.imdb.com/title/tt0059742/,"2012-03-14 22:10:24",no,no,no,no
533,12,"Doctor Zhivago",1965,http://www.icheckmovies.com/movies/doctor+zhivago/,11798,717,101,17,715,,http://www.imdb.com/title/tt0059113/,"2012-03-14 22:10:09",no,no,no,no
534,26,"Butch Cassidy and the Sundance Kid",1969,http://www.icheckmovies.com/movies/butch+cassidy+and+the+sundance+kid/,30498,2462,127,21,1047,,http://www.imdb.com/title/tt0064115/,"2012-03-14 22:10:27",no,no,no,no
535,-23,"Noon o Goldoon",1996,http://www.icheckmovies.com/movies/noon+o+goldoon/,1065,193,8,7,330,"A Moment of Innocence",http://www.imdb.com/title/tt0117214/,"2012-03-14 22:10:06",no,no,no,no
536,18,Se7en,1995,http://www.icheckmovies.com/movies/se7en/,109048,11667,369,29,1550,,http://www.imdb.com/title/tt0114369/,"2012-03-14 22:10:06",yes,no,no,no
537,-15,"The Age of Innocence",1993,http://www.icheckmovies.com/movies/the+age+of+innocence/,7054,328,64,6,413,,http://www.imdb.com/title/tt0106226/,"2020-06-18 22:02:46",no,no,no,no
538,11,"Hannah and Her Sisters",1986,http://www.icheckmovies.com/movies/hannah+and+her+sisters/,11388,963,68,8,686,,http://www.imdb.com/title/tt0091167/,"2012-03-14 22:10:26",yes,no,no,no
539,-6,Boyhood,2014,http://www.icheckmovies.com/movies/boyhood/,21702,2312,320,15,880,,http://www.imdb.com/title/tt1065073/,"2015-01-06 00:55:36",yes,no,no,no
540,3,"A Night at the Opera",1935,http://www.icheckmovies.com/movies/a+night+at+the+opera/,7963,568,51,16,590,,http://www.imdb.com/title/tt0026778/,"2014-09-30 08:12:28",no,no,no,no
541,-22,"Zendegi va digar hich",1992,http://www.icheckmovies.com/movies/zendegi+va+digar+hich/,1147,147,5,10,336,"And Life Goes On",http://www.imdb.com/title/tt0105888/,no,no,no,no,no
542,-10,"Faust: Eine deutsche Volkssage",1926,http://www.icheckmovies.com/movies/faust+eine+deutsche+volkssage/,4240,447,23,17,577,Faust,http://www.imdb.com/title/tt0016847/,"2012-07-16 00:10:01",no,no,no,no
543,23,"Morvern Callar",2002,http://www.icheckmovies.com/movies/morvern+callar/,2492,155,47,8,276,,http://www.imdb.com/title/tt0300214/,no,no,no,yes,no
544,17,"Le diable probablement",1977,http://www.icheckmovies.com/movies/le+diable+probablement/,964,87,23,3,241,"The Devil, Probably",http://www.imdb.com/title/tt0075938/,no,no,no,no,no
545,-18,"Les vampires",1915,http://www.icheckmovies.com/movies/les+vampires/,2400,172,33,15,446,,http://www.imdb.com/title/tt0006206/,no,no,no,no,no
