rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
45,0,"Waking Life",2001,http://www.icheckmovies.com/movies/waking+life/,10776,1317,208,9,427,,http://www.imdb.com/title/tt0243017/,"2012-03-14 22:10:27",yes,no,no,no
46,0,"The Dark Backward",1991,http://www.icheckmovies.com/movies/the+dark+backward/,232,9,20,1,53,"The Man with Three Arms",http://www.imdb.com/title/tt0101660/,no,no,no,no,no
47,0,"Eternal Sunshine of the Spotless Mind",2004,http://www.icheckmovies.com/movies/eternal+sunshine+of+the+spotless+mind/,99927,13998,823,29,1602,,http://www.imdb.com/title/tt0338013/,"2012-03-14 22:10:27",yes,no,no,no
48,0,"Inland Empire",2006,http://www.icheckmovies.com/movies/inland+empire/,7467,695,254,10,605,,http://www.imdb.com/title/tt0460829/,"2012-03-14 22:10:25",no,no,no,no
49,0,"A Serious Man",2009,http://www.icheckmovies.com/movies/a+serious+man/,20415,1483,334,8,518,,http://www.imdb.com/title/tt1019452/,"2012-03-14 22:10:13",no,no,no,no
50,0,Gothic,1986,http://www.icheckmovies.com/movies/gothic/,1016,25,31,2,120,,http://www.imdb.com/title/tt0091142/,no,no,no,no,no
51,0,"Barton Fink",1991,http://www.icheckmovies.com/movies/barton+fink/,15913,1643,93,8,665,,http://www.imdb.com/title/tt0101410/,"2012-03-14 22:10:19",yes,no,no,no
52,0,"Santa Sangre",1989,http://www.icheckmovies.com/movies/santa+sangre/,3166,371,57,7,382,,http://www.imdb.com/title/tt0098253/,"2012-03-14 22:10:08",no,no,no,no
53,0,Bronson,2008,http://www.icheckmovies.com/movies/bronson/,9203,673,80,1,255,,http://www.imdb.com/title/tt1172570/,"2012-03-14 22:10:21",no,no,no,no
54,0,"Du levande",2007,http://www.icheckmovies.com/movies/du+levande/,2598,344,44,6,322,"You, the Living",http://www.imdb.com/title/tt0445336/,"2018-12-24 21:30:29",no,no,no,no
55,0,"O Lucky Man!",1973,http://www.icheckmovies.com/movies/o+lucky+manexclamation/,1396,138,8,5,272,,http://www.imdb.com/title/tt0070464/,no,no,no,yes,no
56,0,Taxidermia,2006,http://www.icheckmovies.com/movies/taxidermia/,1681,176,42,1,173,,http://www.imdb.com/title/tt0410730/,"2012-03-14 22:10:21",yes,no,no,no
57,0,"Gokudô kyôfu dai-gekijô: Gozu",2003,http://www.icheckmovies.com/movies/gokudo+kyofu+dai-gekijo+gozu/,1025,113,22,1,219,Gozu,http://www.imdb.com/title/tt0361668/,no,no,no,yes,no
58,0,"Dillinger è morto",1969,http://www.icheckmovies.com/movies/dillinger+e+morto/,722,69,17,5,212,"Dillinger Is Dead",http://www.imdb.com/title/tt0062893/,no,no,no,yes,no
59,0,"The Beast of Yucca Flats",1961,http://www.icheckmovies.com/movies/the+beast+of+yucca+flats/,756,5,109,2,116,,http://www.imdb.com/title/tt0054673/,no,no,no,no,no
60,0,"Elevator Movie",2004,http://www.icheckmovies.com/movies/elevator+movie/,94,2,17,1,39,,http://www.imdb.com/title/tt0400399/,no,no,no,no,no
61,0,Kaidan,1964,http://www.icheckmovies.com/movies/kaidan/,3483,394,33,14,533,Kwaidan,http://www.imdb.com/title/tt0058279/,no,no,no,yes,no
62,0,"Altered States",1980,http://www.icheckmovies.com/movies/altered+states/,4629,331,72,6,381,,http://www.imdb.com/title/tt0080360/,"2012-07-25 03:51:51",no,no,no,no
63,0,"Koroshi no rakuin",1967,http://www.icheckmovies.com/movies/koroshi+no+rakuin/,2436,223,26,9,343,"Branded to Kill",http://www.imdb.com/title/tt0061882/,"2012-03-14 22:10:06",yes,no,no,no
64,0,"Being John Malkovich",1999,http://www.icheckmovies.com/movies/being+john+malkovich/,46935,4168,400,14,982,,http://www.imdb.com/title/tt0120601/,"2012-03-14 22:10:25",no,no,no,no
65,0,Maniac,1934,http://www.icheckmovies.com/movies/maniac-1934/,566,8,68,2,122,,http://www.imdb.com/title/tt0025465/,no,no,no,no,no
66,0,"La science des rêves",2006,http://www.icheckmovies.com/movies/la+science+des+reves/,7215,797,103,2,226,"The Science of Sleep",http://www.imdb.com/title/tt0354899/,"2012-03-14 22:10:17",no,no,no,no
67,0,Suspiria,1977,http://www.icheckmovies.com/movies/suspiria/,11845,1240,151,17,921,,http://www.imdb.com/title/tt0076786/,"2012-07-18 20:13:35",no,no,no,no
68,0,Häxan,1922,http://www.icheckmovies.com/movies/haxan/,4517,365,39,17,551,,http://www.imdb.com/title/tt0013257/,"2017-12-01 19:37:29",no,no,no,no
69,0,"Fear and Loathing in Las Vegas",1998,http://www.icheckmovies.com/movies/fear+and+loathing+in+las+vegas/,36158,3182,512,6,542,,http://www.imdb.com/title/tt0120669/,"2012-03-14 22:10:24",yes,no,no,no
70,0,Performance,1970,http://www.icheckmovies.com/movies/performance/,3022,193,79,17,455,,http://www.imdb.com/title/tt0066214/,"2014-08-10 07:19:35",no,no,no,no
71,0,Hausu,1977,http://www.icheckmovies.com/movies/hausu/,4727,623,73,8,513,House,http://www.imdb.com/title/tt0076162/,"2012-03-14 22:10:06",yes,no,no,no
72,0,Antichrist,2009,http://www.icheckmovies.com/movies/antichrist/,13126,918,377,8,564,,http://www.imdb.com/title/tt0870984/,"2012-03-14 22:10:13",yes,no,no,no
73,0,"The Immaculate Conception of Little Dizzle",2009,http://www.icheckmovies.com/movies/the+immaculate+conception+of+little+dizzle/,172,13,6,1,39,,http://www.imdb.com/title/tt1039786/,no,no,no,no,no
74,0,"Bijitâ Q",2001,http://www.icheckmovies.com/movies/bijita+q/,1452,130,52,3,211,"Visitor Q",http://www.imdb.com/title/tt0290329/,"2012-03-14 22:10:19",no,no,no,no
75,0,"Neco z Alenky",1988,http://www.icheckmovies.com/movies/neco+z+alenky/,3535,372,57,11,419,Alice,http://www.imdb.com/title/tt0095715/,"2012-03-14 22:10:15",no,no,no,no
76,0,Kontroll,2003,http://www.icheckmovies.com/movies/kontroll/,1395,151,15,1,150,Control,http://www.imdb.com/title/tt0373981/,"2012-03-14 22:10:19",yes,no,no,no
77,0,"Sånger från andra våningen",2000,http://www.icheckmovies.com/movies/sanger+fran+andra+vaningen/,3374,437,49,15,452,"Songs from the Second Floor",http://www.imdb.com/title/tt0120263/,"2015-02-14 03:06:23",yes,no,no,no
78,0,Zardoz,1974,http://www.icheckmovies.com/movies/zardoz/,2392,125,75,5,269,,http://www.imdb.com/title/tt0070948/,"2012-03-14 22:10:06",no,no,no,no
79,0,Kynodontas,2009,http://www.icheckmovies.com/movies/kynodontas/,7623,912,148,8,505,Dogtooth,http://www.imdb.com/title/tt1379182/,"2012-03-14 22:10:06",yes,no,no,no
80,0,"Shock Corridor",1963,http://www.icheckmovies.com/movies/shock+corridor/,3499,263,42,14,460,,http://www.imdb.com/title/tt0057495/,"2016-07-03 18:08:02",yes,no,no,no
81,0,"Enter the Void",2009,http://www.icheckmovies.com/movies/enter+the+void/,8033,1001,193,7,486,,http://www.imdb.com/title/tt1191111/,"2012-03-14 22:10:06",no,no,no,no
82,0,Paprika,2006,http://www.icheckmovies.com/movies/paprika-2006/,9693,1147,50,7,543,,http://www.imdb.com/title/tt0851578/,"2012-03-14 22:10:18",yes,no,no,no
83,0,"La montaña sagrada",1973,http://www.icheckmovies.com/movies/la+montana+sagrada/,5032,787,109,9,497,"The Holy Mountain",http://www.imdb.com/title/tt0071615/,"2012-03-14 22:10:09",yes,no,no,no
84,0,"Toto le héros",1991,http://www.icheckmovies.com/movies/toto+le+heros/,755,67,8,4,169,"Toto the Hero",http://www.imdb.com/title/tt0103105/,no,no,no,yes,no
85,0,Brazil,1985,http://www.icheckmovies.com/movies/brazil/,28525,3378,343,23,1156,,http://www.imdb.com/title/tt0088846/,"2012-03-14 22:10:26",yes,no,no,no
86,0,"Dead Man",1995,http://www.icheckmovies.com/movies/dead+man/,12245,1318,121,12,663,,http://www.imdb.com/title/tt0112817/,"2012-03-14 22:10:26",yes,no,no,no
87,0,Maelström,2000,http://www.icheckmovies.com/movies/maelstrom/,675,39,7,3,97,,http://www.imdb.com/title/tt0220627/,no,no,no,no,no
88,0,"The Pillow Book",1995,http://www.icheckmovies.com/movies/the+pillow+book/,1570,85,42,4,174,,http://www.imdb.com/title/tt0114134/,no,no,no,no,no
89,0,"Final Flesh",2009,http://www.icheckmovies.com/movies/final+flesh/,151,12,21,1,69,,http://www.imdb.com/title/tt1692193/,no,no,no,no,no
90,0,"Black Swan",2010,http://www.icheckmovies.com/movies/black+swan/,84778,7102,873,12,1152,,http://www.imdb.com/title/tt0947798/,"2012-03-14 22:10:06",no,no,no,no
91,0,Tetsuo,1989,http://www.icheckmovies.com/movies/tetsuo/,4231,371,111,10,485,"Tetsuo: The Iron Man",http://www.imdb.com/title/tt0096251/,"2018-11-26 21:27:52",no,no,no,no
92,0,"A Boy and His Dog",1975,http://www.icheckmovies.com/movies/a+boy+and+his+dog/,2677,149,56,3,212,,http://www.imdb.com/title/tt0072730/,"2012-03-14 22:10:18",no,no,no,no
93,0,"Trash Humpers",2009,http://www.icheckmovies.com/movies/trash+humpers/,934,40,78,2,128,,http://www.imdb.com/title/tt1488163/,no,no,no,no,no
94,0,"Pink Floyd: The Wall",1982,http://www.icheckmovies.com/movies/pink+floyd+the+wall/,17786,1482,123,8,393,,http://www.imdb.com/title/tt0084503/,"2012-03-14 22:10:25",yes,no,no,no
95,0,Solyaris,1972,http://www.icheckmovies.com/movies/solyaris/,13694,1663,155,24,971,Solaris,http://www.imdb.com/title/tt0069293/,"2012-03-14 22:10:09",yes,no,no,no
96,0,"The Saddest Music in the World",2003,http://www.icheckmovies.com/movies/the+saddest+music+in+the+world/,1045,120,20,4,222,,http://www.imdb.com/title/tt0366996/,no,no,no,yes,no
97,0,"Mulholland Dr.",2001,http://www.icheckmovies.com/movies/mulholland+dr./,40308,5084,511,26,1605,"Mulholland Drive",http://www.imdb.com/title/tt0166924/,"2012-03-14 22:10:27",yes,no,no,no
98,0,"Idiots and Angels",2008,http://www.icheckmovies.com/movies/idiots+and+angels/,677,55,13,2,82,,http://www.imdb.com/title/tt1013607/,"2012-03-14 22:10:12",yes,no,no,no
99,0,"The Tree of Life",2011,http://www.icheckmovies.com/movies/the+tree+of+life/,21873,2008,794,13,930,,http://www.imdb.com/title/tt0478304/,"2012-03-14 22:10:05",no,no,no,no
100,0,"Loong Boonmee raleuk chat",2010,http://www.icheckmovies.com/movies/loong+boonmee+raleuk+chat/,3533,266,104,12,493,"Uncle Boonmee Who Can Recall His Past Lives",http://www.imdb.com/title/tt1588895/,"2012-06-01 19:57:38",no,no,no,no
101,0,Skidoo,1968,http://www.icheckmovies.com/movies/skidoo/,286,6,16,1,76,,http://www.imdb.com/title/tt0063612/,no,no,no,no,no
102,0,"Lucifer Rising",1972,http://www.icheckmovies.com/movies/lucifer+rising/,1239,76,32,3,153,,http://www.imdb.com/title/tt0066019/,no,no,no,no,no
103,0,"Blood Tea and Red String",2006,http://www.icheckmovies.com/movies/blood+tea+and+red+string/,270,22,8,1,84,,http://www.imdb.com/title/tt0827498/,"2012-03-14 22:10:16",no,no,no,no
104,0,"Willy Wonka & the Chocolate Factory",1971,http://www.icheckmovies.com/movies/willy+wonka+and+the+chocolate+factory/,66166,3045,220,8,606,,http://www.imdb.com/title/tt0067992/,"2012-03-14 22:10:24",no,no,no,no
105,0,"Belle de jour",1967,http://www.icheckmovies.com/movies/belle+de+jour/,8432,861,55,21,739,"Belle de Jour",http://www.imdb.com/title/tt0061395/,"2012-06-07 05:12:09",yes,no,no,no
106,0,"La grande bouffe",1973,http://www.icheckmovies.com/movies/la+grande+bouffe/,1474,120,36,7,250,"La Grande Bouffe",http://www.imdb.com/title/tt0070130/,"2012-07-12 09:09:28",no,no,no,no
107,0,"Hedwig and the Angry Inch",2001,http://www.icheckmovies.com/movies/hedwig+and+the+angry+inch/,5434,633,39,9,374,,http://www.imdb.com/title/tt0248845/,"2012-03-14 22:10:21",yes,no,no,no
108,0,"Bad Boy Bubby",1993,http://www.icheckmovies.com/movies/bad+boy+bubby/,1779,193,22,5,271,,http://www.imdb.com/title/tt0106341/,no,no,no,yes,no
109,0,"Auch Zwerge haben klein angefangen",1970,http://www.icheckmovies.com/movies/auch+zwerge+haben+klein+angefangen/,1227,88,33,3,198,"Even Dwarfs Started Small",http://www.imdb.com/title/tt0065436/,no,no,no,yes,no
110,0,"Fellini - Satyricon",1969,http://www.icheckmovies.com/movies/fellini+-+satyricon/,3222,172,94,10,387,"Fellini Satyricon",http://www.imdb.com/title/tt0064940/,"2012-03-14 22:10:05",no,no,no,no
111,0,"Sans soleil",1983,http://www.icheckmovies.com/movies/sans+soleil/,3548,503,49,16,569,"Sans Soleil",http://www.imdb.com/title/tt0084628/,"2012-03-14 22:10:09",yes,no,no,no
112,0,"The Adventures of Buckaroo Banzai Across the 8th Dimension",1984,http://www.icheckmovies.com/movies/the+adventures+of+buckaroo+banzai+across+the+8th+dimension/,2873,164,87,4,213,,http://www.imdb.com/title/tt0086856/,"2012-03-14 22:10:18",no,no,no,no
113,0,Careful,1992,http://www.icheckmovies.com/movies/careful/,612,46,10,4,162,,http://www.imdb.com/title/tt0103926/,no,no,no,yes,no
114,0,"Dellamorte Dellamore",1994,http://www.icheckmovies.com/movies/dellamorte+dellamore/,2719,271,35,5,299,"Cemetery Man",http://www.imdb.com/title/tt0109592/,"2017-10-07 06:13:36",no,no,no,no
115,0,"O slavnosti a hostech",1966,http://www.icheckmovies.com/movies/o+slavnosti+a+hostech/,629,44,6,5,178,"A Report on the Party and Guests",http://www.imdb.com/title/tt0063371/,no,no,no,no,no
116,0,Sedmikrásky,1966,http://www.icheckmovies.com/movies/sedmikrasky/,3466,470,83,19,529,Daisies,http://www.imdb.com/title/tt0060959/,"2012-03-14 22:10:06",yes,no,no,no
117,0,"Un chien andalou",1929,http://www.icheckmovies.com/movies/un+chien+andalou/,16103,1028,159,25,773,"An Andalusian Dog",http://www.imdb.com/title/tt0020530/,"2012-03-14 22:10:23",yes,no,no,no
118,0,"Les triplettes de Belleville",2003,http://www.icheckmovies.com/movies/les+triplettes+de+belleville/,12759,1241,103,12,468,"The Triplets of Belleville",http://www.imdb.com/title/tt0286244/,"2012-03-14 22:10:23",yes,no,no,no
119,0,"Meshes of the Afternoon",1943,http://www.icheckmovies.com/movies/meshes+of+the+afternoon/,5191,510,67,10,486,,http://www.imdb.com/title/tt0036154/,"2012-06-07 20:07:31",no,no,no,no
120,0,"La planète sauvage",1973,http://www.icheckmovies.com/movies/la+planete+sauvage/,5365,618,47,10,502,"Fantastic Planet",http://www.imdb.com/title/tt0070544/,"2012-03-14 22:10:23",yes,no,no,no
121,0,8½,1963,http://www.icheckmovies.com/movies/8half/,19612,2354,293,36,1314,,http://www.imdb.com/title/tt0056801/,"2012-03-14 22:10:27",yes,no,no,no
122,0,Barbarella,1968,http://www.icheckmovies.com/movies/barbarella/,6145,270,140,7,327,,http://www.imdb.com/title/tt0062711/,"2013-12-18 17:56:19",yes,no,no,no
123,0,"The American Astronaut",2001,http://www.icheckmovies.com/movies/the+american+astronaut/,465,57,11,1,128,,http://www.imdb.com/title/tt0243759/,"2012-03-14 22:10:20",yes,no,no,no
124,0,"Dead Ringers",1988,http://www.icheckmovies.com/movies/dead+ringers/,7564,576,80,13,535,,http://www.imdb.com/title/tt0094964/,"2012-06-23 05:39:43",no,no,no,no
125,0,Otesánek,2000,http://www.icheckmovies.com/movies/otesanek/,817,90,13,2,207,"Greedy Guts",http://www.imdb.com/title/tt0228687/,no,no,no,yes,no
126,0,"La ardilla roja",1993,http://www.icheckmovies.com/movies/la+ardilla+roja/,406,39,6,2,141,"The Red Squirrel",http://www.imdb.com/title/tt0106305/,no,no,no,no,no
127,0,"Institute Benjamenta, or This Dream People Call Human Life",1995,http://www.icheckmovies.com/movies/institute+benjamenta+or+this+dream+people+call+human+life/,363,30,4,1,136,"Institute Benjamenta, or This Dream That One Calls Human Life",http://www.imdb.com/title/tt0113429/,no,no,no,yes,no
128,0,"Yellow Submarine",1968,http://www.icheckmovies.com/movies/yellow+submarine/,10226,539,71,8,340,,http://www.imdb.com/title/tt0063823/,"2012-03-14 22:10:20",no,no,no,no
129,0,"Ai no mukidashi",2008,http://www.icheckmovies.com/movies/ai+no+mukidashi/,1708,379,45,3,379,"Love Exposure",http://www.imdb.com/title/tt1128075/,"2017-02-01 02:14:54",yes,no,no,no
130,0,"Week End",1967,http://www.icheckmovies.com/movies/week+end/,3854,356,96,15,541,Weekend,http://www.imdb.com/title/tt0062480/,"2012-03-14 22:10:06",no,no,no,no
131,0,"Doggiewoggiez! Poochiewoochiez!",2012,http://www.icheckmovies.com/movies/doggiewoggiezexclamation+poochiewoochiezexclamation/,191,12,5,1,36,,http://www.imdb.com/title/tt2635832/,no,no,no,no,no
132,0,"Beasts of the Southern Wild",2012,http://www.icheckmovies.com/movies/beasts+of+the+southern+wild/,10228,904,149,4,444,,http://www.imdb.com/title/tt2125435/,"2013-09-11 00:48:21",yes,no,no,no
133,0,"Lost Highway",1997,http://www.icheckmovies.com/movies/lost+highway/,13864,1512,161,10,720,,http://www.imdb.com/title/tt0116922/,"2012-03-14 22:10:25",yes,no,no,no
134,0,Lisztomania,1975,http://www.icheckmovies.com/movies/lisztomania/,380,22,14,1,103,,http://www.imdb.com/title/tt0073298/,no,no,no,no,no
135,0,"Forbidden Zone",1980,http://www.icheckmovies.com/movies/forbidden+zone/,830,89,36,2,159,,http://www.imdb.com/title/tt0080752/,"2012-03-14 22:10:20",yes,no,no,no
136,0,"Valerie a týden divu",1970,http://www.icheckmovies.com/movies/valerie+a+tyden+divu/,2033,257,32,8,396,"Valerie and Her Week of Wonders",http://www.imdb.com/title/tt0066516/,"2012-03-14 22:10:20",yes,no,no,no
137,0,"Die Blechtrommel",1979,http://www.icheckmovies.com/movies/die+blechtrommel/,4453,321,75,15,465,"The Tin Drum",http://www.imdb.com/title/tt0078875/,"2012-03-14 22:10:23",yes,no,no,no
138,0,Dogville,2003,http://www.icheckmovies.com/movies/dogville/,15377,2202,268,15,781,,http://www.imdb.com/title/tt0276919/,"2012-07-31 07:54:13",yes,no,no,no
139,0,Persona,1966,http://www.icheckmovies.com/movies/persona/,15034,2305,148,25,1281,,http://www.imdb.com/title/tt0060827/,"2012-03-14 22:10:26",yes,no,no,no
140,0,"Prospero's Books",1991,http://www.icheckmovies.com/movies/prosperos+books/,896,62,17,4,141,,http://www.imdb.com/title/tt0102722/,"2017-06-30 17:13:05",no,no,no,no
141,0,"Alice in Wonderland",1966,http://www.icheckmovies.com/movies/alice+in+wonderland-1966/,510,21,5,2,92,,http://www.imdb.com/title/tt0060089/,no,no,no,no,no
142,0,"Tôkyô zankoku keisatsu",2008,http://www.icheckmovies.com/movies/tokyo+zankoku+keisatsu/,1292,71,44,2,154,"Tokyo Gore Police",http://www.imdb.com/title/tt1183732/,no,no,no,no,no
143,0,"Le procès",1962,http://www.icheckmovies.com/movies/le+proces/,3351,375,44,10,472,"The Trial",http://www.imdb.com/title/tt0057427/,"2025-02-12 01:42:00",no,no,no,no
144,0,"Holy Motors",2012,http://www.icheckmovies.com/movies/holy+motors/,6100,785,138,12,616,,http://www.imdb.com/title/tt2076220/,"2014-04-21 17:12:54",yes,no,no,no
