rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
45,0,Shane,1953,http://www.icheckmovies.com/movies/shane/,7729,325,97,18,604,,http://www.imdb.com/title/tt0046303/,"2012-06-09 21:57:00",no,no,no,no
46,0,"It Happened One Night",1934,http://www.icheckmovies.com/movies/it+happened+one+night/,15169,1609,71,28,1072,,http://www.imdb.com/title/tt0025316/,"2012-03-14 22:10:27",yes,no,no,no
47,0,"A Streetcar Named Desire",1951,http://www.icheckmovies.com/movies/a+streetcar+named+desire/,21360,1473,126,15,888,,http://www.imdb.com/title/tt0044081/,"2012-03-14 22:10:09",no,no,no,no
48,0,"Rear Window",1954,http://www.icheckmovies.com/movies/rear+window/,49064,6097,129,32,1642,,http://www.imdb.com/title/tt0047396/,"2012-03-14 22:10:06",yes,no,no,no
49,0,"Intolerance: Love's Struggle Throughout the Ages",1916,http://www.icheckmovies.com/movies/intolerance+loves+struggle+throughout+the+ages/,4980,322,93,24,687,,http://www.imdb.com/title/tt0006864/,"2012-07-01 22:08:18",no,no,no,no
50,0,"The Lord of the Rings: The Fellowship of the Ring",2001,http://www.icheckmovies.com/movies/the+lord+of+the+rings+the+fellowship+of+the+ring/,138674,13210,770,31,1907,,http://www.imdb.com/title/tt0120737/,"2012-03-14 22:10:26",no,no,no,no
51,0,"West Side Story",1961,http://www.icheckmovies.com/movies/west+side+story/,32333,1364,333,22,875,,http://www.imdb.com/title/tt0055614/,"2012-03-14 22:10:25",yes,no,no,no
52,0,"Taxi Driver",1976,http://www.icheckmovies.com/movies/taxi+driver/,72450,7601,344,34,1852,,http://www.imdb.com/title/tt0075314/,"2012-03-14 22:10:26",yes,no,no,no
53,0,"The Deer Hunter",1978,http://www.icheckmovies.com/movies/the+deer+hunter/,33397,2567,243,26,1148,,http://www.imdb.com/title/tt0077416/,"2012-03-14 22:10:27",yes,no,no,no
54,0,MASH,1970,http://www.icheckmovies.com/movies/mash/,13841,657,195,21,636,M*A*S*H,http://www.imdb.com/title/tt0066026/,"2012-03-14 22:10:25",no,no,no,no
55,0,"North by Northwest",1959,http://www.icheckmovies.com/movies/north+by+northwest/,36206,3577,98,29,1366,,http://www.imdb.com/title/tt0053125/,"2012-03-14 22:10:06",yes,no,no,no
56,0,Jaws,1975,http://www.icheckmovies.com/movies/jaws/,91291,4141,417,29,1616,,http://www.imdb.com/title/tt0073195/,"2012-03-14 22:10:27",no,no,no,no
57,0,Rocky,1976,http://www.icheckmovies.com/movies/rocky/,72863,3165,358,21,994,,http://www.imdb.com/title/tt0075148/,"2012-03-14 22:10:21",no,no,no,no
58,0,"The Gold Rush",1925,http://www.icheckmovies.com/movies/the+gold+rush/,16810,1314,86,30,994,,http://www.imdb.com/title/tt0015864/,"2012-03-14 22:10:26",yes,no,no,no
59,0,Nashville,1975,http://www.icheckmovies.com/movies/nashville/,6510,618,99,21,783,,http://www.imdb.com/title/tt0073440/,"2015-10-20 05:46:52",no,no,no,no
60,0,"Duck Soup",1933,http://www.icheckmovies.com/movies/duck+soup/,15074,1328,210,26,931,,http://www.imdb.com/title/tt0023969/,"2012-03-14 22:10:04",no,no,no,no
61,0,"Sullivan's Travels",1941,http://www.icheckmovies.com/movies/sullivans+travels/,7263,723,46,25,764,,http://www.imdb.com/title/tt0034240/,"2012-03-14 22:10:06",no,no,no,no
62,0,"American Graffiti",1973,http://www.icheckmovies.com/movies/american+graffiti/,16641,758,125,17,629,,http://www.imdb.com/title/tt0069704/,"2012-03-14 22:10:06",no,no,no,no
63,0,Cabaret,1972,http://www.icheckmovies.com/movies/cabaret/,14030,982,93,24,804,,http://www.imdb.com/title/tt0068327/,"2012-03-14 22:10:23",yes,no,no,no
64,0,Network,1976,http://www.icheckmovies.com/movies/network/,22175,2383,112,15,1024,,http://www.imdb.com/title/tt0074958/,"2012-03-14 22:10:05",yes,no,no,no
65,0,"The African Queen",1951,http://www.icheckmovies.com/movies/the+african+queen/,12761,684,93,11,630,,http://www.imdb.com/title/tt0043265/,"2014-05-25 01:09:27",no,no,no,no
66,0,"Raiders of the Lost Ark",1981,http://www.icheckmovies.com/movies/raiders+of+the+lost+ark/,95275,7135,270,30,1521,,http://www.imdb.com/title/tt0082971/,"2012-03-14 22:10:27",yes,no,no,no
67,0,"Who's Afraid of Virginia Woolf?",1966,http://www.icheckmovies.com/movies/whos+afraid+of+virginia+woolfquestion/,13051,1378,103,19,781,,http://www.imdb.com/title/tt0061184/,"2012-03-14 22:10:06",yes,no,no,no
68,0,Unforgiven,1992,http://www.icheckmovies.com/movies/unforgiven/,35663,2891,166,26,1157,,http://www.imdb.com/title/tt0105695/,"2012-03-14 22:10:06",yes,no,no,no
69,0,Tootsie,1982,http://www.icheckmovies.com/movies/tootsie/,19943,838,117,17,616,,http://www.imdb.com/title/tt0084805/,"2012-06-16 16:51:51",no,no,no,no
70,0,"A Clockwork Orange",1971,http://www.icheckmovies.com/movies/a+clockwork+orange/,88794,10252,853,37,1855,,http://www.imdb.com/title/tt0066921/,"2012-03-14 22:10:27",yes,no,no,no
71,0,"Saving Private Ryan",1998,http://www.icheckmovies.com/movies/saving+private+ryan/,101802,6951,439,29,1306,,http://www.imdb.com/title/tt0120815/,"2012-03-14 22:10:26",no,no,no,no
72,0,"The Shawshank Redemption",1994,http://www.icheckmovies.com/movies/the+shawshank+redemption/,114297,17276,402,24,1572,,http://www.imdb.com/title/tt0111161/,"2012-03-14 22:10:26",yes,no,no,no
73,0,"Butch Cassidy and the Sundance Kid",1969,http://www.icheckmovies.com/movies/butch+cassidy+and+the+sundance+kid/,30498,2462,127,21,1047,,http://www.imdb.com/title/tt0064115/,"2012-03-14 22:10:27",no,no,no,no
74,0,"The Silence of the Lambs",1991,http://www.icheckmovies.com/movies/the+silence+of+the+lambs/,109260,10017,273,38,1774,,http://www.imdb.com/title/tt0102926/,"2012-03-14 22:10:26",no,no,no,no
75,0,"In the Heat of the Night",1967,http://www.icheckmovies.com/movies/in+the+heat+of+the+night/,10130,744,21,18,674,,http://www.imdb.com/title/tt0061811/,"2012-07-26 07:22:22",no,no,no,no
76,0,"Forrest Gump",1994,http://www.icheckmovies.com/movies/forrest+gump/,144493,12903,868,25,1387,,http://www.imdb.com/title/tt0109830/,"2012-03-14 22:10:26",no,no,no,no
